id;lat;lon;description;format
CAM-09-030;40.58516;-78.14583;RT-453 n/o RT-45;['https://pa511cams.ilchost.com/cameras/d9/D09-030.jpg?nocache=20181002015206']
CAM-09-031;40.05648;-78.5114;RT-4009 @ PA Turnpike Interchange;['https://pa511cams.ilchost.com/cameras/d9/D09-031.jpg?nocache=20181002015206']
CAM-09-032;40.49027;-78.41366;RT-764 (6th Ave) @ Logan Blvd;['https://pa511cams.ilchost.com/cameras/d9/D09-032.jpg?nocache=20181002015206']
CAM-09-033;40.30235;-78.83305;US-219 @ Galleria Dr;['https://pa511cams.ilchost.com/cameras/d9/D09-033.jpg?nocache=20181002015206']
CAM-09-034;40.29453;-78.84156;US-219 @ RT-56 (Johnstown Expy);['https://pa511cams.ilchost.com/cameras/d9/D09-034.jpg?nocache=20181002015206']
CAM-09-035;40.28028;-78.84774;US-219 @ SR-756;['https://pa511cams.ilchost.com/cameras/d9/D09-035.jpg?nocache=20181002015206']
CAM-09-036;40.27316;-78.85916;US-219 @ Scalp Ave;['https://pa511cams.ilchost.com/cameras/d9/D09-036.jpg?nocache=20181002015206']
CAM-09-037;39.99916;-78.24069;US-30 @ Breezewood Rd;['https://pa511cams.ilchost.com/cameras/d9/D09-037.jpg?nocache=20181002015206']
CAM-09-038;39.99922;-78.23844;US-30 @ I-70;['https://pa511cams.ilchost.com/cameras/d9/D09-038.jpg?nocache=20181002015206']
CAM-09-039;39.99905;-78.23333;US-30 @ I-76 Turnpike Off - Ramp;['https://pa511cams.ilchost.com/cameras/d9/D09-039.jpg?nocache=20181002015206']
CAM-11-001;40.45228;-80.17276;I-376 @ Robinson Twn Cntre Blvd;['https://pa511cams.ilchost.com/cameras/d11/D11-55.jpg?nocache=20181002015206']
CAM-11-002;40.45017;-80.16782;I-376 n/o US-22 & US-30;['https://pa511cams.ilchost.com/cameras/d11/D11-60.jpg?nocache=20181002015206']
CAM-11-003;40.44714;-80.16575;I-376 @ PA-60;['https://pa511cams.ilchost.com/cameras/d11/D11-65.jpg?nocache=20181002015206']
CAM-11-004;40.44331;-80.16105;I-376 s/o PA-60;['https://pa511cams.ilchost.com/cameras/d11/D11-70.jpg?nocache=20181002015206']
CAM-11-005;40.43863;-80.15259;I-376 @ Ridge Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-75.jpg?nocache=20181002015206']
CAM-11-006;40.43385;-80.14324;I-376 s/o Commons Blvd;['https://pa511cams.ilchost.com/cameras/d11/D11-80.jpg?nocache=20181002015206']
CAM-11-007;40.43084;-80.13713;I-376 n/o Boyce Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-85.jpg?nocache=20181002015206']
CAM-11-008;40.42535;-80.12405;I-376  (Penn Lincoln Pkwy) @ Campbell's Run Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-90.jpg?nocache=20181002015206']
CAM-11-009;40.42513;-80.11551;US-22/I-279 SB On Ramp;['https://pa511cams.ilchost.com/cameras/d11/D11-95.jpg?nocache=20181002015206']
CAM-11-010;40.42294;-80.10589;I-376 @ Pittsburgh Interchange;['https://pa511cams.ilchost.com/cameras/d11/D11-100.jpg?nocache=20181002015206']
CAM-11-011;40.42041;-80.0923;I-376 (Penn Lincoln Pkwy) @ Rossyln Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-105.jpg?nocache=20181002015206']
CAM-11-012;40.41031;-80.072;Carnegie Interchange;['https://pa511cams.ilchost.com/cameras/d11/D11-110.jpg?nocache=20181002015206']
CAM-11-013;40.42071;-80.04895;Greentree Interchange;['https://pa511cams.ilchost.com/cameras/d11/D11-115.jpg?nocache=20181002015206']
CAM-11-014;40.42108;-80.0421;Greentree Hill - Top;['https://pa511cams.ilchost.com/cameras/d11/D11-120.jpg?nocache=20181002015206']
CAM-11-015;40.42293;-80.03029;Greentree Hill - Middle;['https://pa511cams.ilchost.com/cameras/d11/D11-125.jpg?nocache=20181002015206']
CAM-11-016;40.42862;-80.02976;Banksville Interchange;['https://pa511cams.ilchost.com/cameras/d11/D11-130.jpg?nocache=20181002015206']
CAM-11-017;40.43066;-80.0271;I-376 (Penn Lincoln Pkwy) @ Fort Pitt Garage;['https://pa511cams.ilchost.com/cameras/d11/D11-135.jpg?nocache=20181002015206']
CAM-11-018;40.44812;-80.00761;PNC Park - HOV;['https://pa511cams.ilchost.com/cameras/d11/D11-140.jpg?nocache=20181002015206']
CAM-11-019;40.44876;-80.00686;E Lacock St @ I-279 (Penn Lincoln Pkwy);['https://pa511cams.ilchost.com/cameras/d11/D11-145.jpg?nocache=20181002015206']
CAM-11-020;40.44983;-79.99965;I-279 (Penn Lincoln Pkwy) @ Anderson St;['https://pa511cams.ilchost.com/cameras/d11/D11-150.jpg?nocache=20181002015206']
CAM-11-021;40.45054;-79.99783;North Canal Street - HOV;['https://pa511cams.ilchost.com/cameras/d11/D11-155.jpg?nocache=20181002015206']
CAM-11-117;40.45259;-79.99669;I-279 (Penn Lincoln Pkwy) @ SR-28;['https://pa511cams.ilchost.com/cameras/d11/D11-159.jpg?nocache=20181002015206']
CAM-11-022;40.45259;-79.99685;East Street - HOV;['https://pa511cams.ilchost.com/cameras/d11/D11-160.jpg?nocache=20181002015206']
CAM-11-118;40.45437;-79.99536;Ohio St @ SR-28;['https://pa511cams.ilchost.com/cameras/d11/D11-161.jpg?nocache=20181002015206']
CAM-11-023;40.45641;-79.9981;Tripoli St @ I-279 / I-579;['https://pa511cams.ilchost.com/cameras/d11/D11-165.jpg?nocache=20181002015206']
CAM-11-024;40.44619;-79.99033;I-579 s/o Veterans Brdg;['https://pa511cams.ilchost.com/cameras/d11/D11-170.jpg?nocache=20181002015206']
CAM-11-025;40.44261;-79.99089;Bedford Ave @ I-579;['https://pa511cams.ilchost.com/cameras/d11/D11-175.jpg?nocache=20181002015206']
CAM-11-026;40.46084;-79.99919;St Boniface - HOV;['https://pa511cams.ilchost.com/cameras/d11/D11-180.jpg?nocache=20181002015206']
CAM-11-027;40.47393;-80.00556;I-279 @ Hazlett St;['https://pa511cams.ilchost.com/cameras/d11/D11-185.jpg?nocache=20181002015206']
CAM-11-028;40.48296;-80.0074;Venture Street - HOV;['https://pa511cams.ilchost.com/cameras/d11/D11-190.jpg?nocache=20181002015206']
CAM-11-029;40.49377;-80.01123;I-279 @ Evergreen Rd / McKnight Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-195.jpg?nocache=20181002015206']
CAM-11-030;40.49529;-80.01333;I-279 n/o McKnight Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-200.jpg?nocache=20181002015206']
CAM-11-031;40.5002;-80.0238;I-279 n/o Perrysville Ave;['https://pa511cams.ilchost.com/cameras/d11/D11-205.jpg?nocache=20181002015206']
CAM-11-032;40.50402;-80.02852;I-279 SB On-Ramp - HOV;['https://pa511cams.ilchost.com/cameras/d11/D11-210.jpg?nocache=20181002015206']
CAM-11-033;40.50712;-80.03122;I-279 @ Park-N-Ride;['https://pa511cams.ilchost.com/cameras/d11/D11-215.jpg?nocache=20181002015206']
CAM-11-034;40.50708;-80.03493;I-279 e/o Jack's Run Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-220.jpg?nocache=20181002015206']
CAM-11-035;40.50774;-80.04465;I-279 @ Bellevue Road;['https://pa511cams.ilchost.com/cameras/d11/D11-225.jpg?nocache=20181002015206']
CAM-11-036;40.51396;-80.05205;I-279 s/o Union Ave;['https://pa511cams.ilchost.com/cameras/d11/D11-230.jpg?nocache=20181002015206']
CAM-11-037;40.51909;-80.05442;I-279 n/o Union Ave;['https://pa511cams.ilchost.com/cameras/d11/D11-235.jpg?nocache=20181002015206']
CAM-11-039;40.52441;-80.07018;I-279 @ Camp Horne Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-245.jpg?nocache=20181002015206']
CAM-11-107;40.58646;-80.09952;I-279 @ Pittsburgh Split;['https://pa511cams.ilchost.com/cameras/d11/D11-270.jpg?nocache=20181002015206']
CAM-11-040;40.43934;-80.00769;I-376 @ Commonwealth Place;['https://pa511cams.ilchost.com/cameras/d11/D11-300.jpg?nocache=20181002015206']
CAM-11-041;40.43726;-80.00261;Fort Pitt Brdg @ Fort Pitt Blvd;['https://pa511cams.ilchost.com/cameras/d11/D11-305.jpg?nocache=20181002015206']
CAM-11-042;40.43517;-79.99916;I-376 (Penn Lincoln Pkwy) @ Grant St;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-042.jpg?nocache=20181002015206']
CAM-11-043;40.43388;-79.99394;I-376 (Penn Lincoln Pkwy) @ County Jail;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-043.jpg?nocache=20181002015206']
CAM-11-044;40.43472;-79.98727;I-376 (Penn Lincoln Pkwy) @ 2nd Ave;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-044.jpg?nocache=20181002015206']
CAM-11-045;40.43608;-79.9739;I-376 (Penn Lincoln Pkwy) @ Birmingham Bridge;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-045.jpg?nocache=20181002015206']
CAM-11-046;40.43191;-79.95909;I-376 (Penn Lincoln Pkwy) @ Bates St;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-046.jpg?nocache=20181002015206']
CAM-11-047;40.42716;-79.95264;I-376 (Penn Lincoln Pkwy) @ Swinburne St;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-047.jpg?nocache=20181002015206']
CAM-11-048;40.42938;-79.94135;I-376 (Penn Lincoln Pkwy) @ Saline St;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-048.jpg?nocache=20181002015206']
CAM-11-049;40.42911;-79.93123;I-376 (Penn Lincoln Pkwy) @ Beechwood Blvd;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-049.jpg?nocache=20181002015206']
CAM-11-050;40.4253;-79.90886;I-376 (Penn Lincoln Pkwy) @ Commercial St;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-050.jpg?nocache=20181002015206']
CAM-11-051;40.42616;-79.89371;I-376 (Penn Lincoln Pkwy) @ S Braddock Ave;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-051.jpg?nocache=20181002015206']
CAM-11-052;40.43032;-79.88214;I-376 (Penn Lincoln Pkwy) @ Edgewood Ave;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-052.jpg?nocache=20181002015206']
CAM-11-053;40.42932;-79.87642;I-376 (Penn Lincoln Pkwy) @ Brinton Rd;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-053.jpg?nocache=20181002015206']
CAM-11-054;40.43215;-79.87118;I-376 (Penn Lincoln Pkwy) s/o Ardmore Blvd;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-054.jpg?nocache=20181002015206']
CAM-11-055;40.43887;-79.86231;I-376 (Penn Lincoln Pkwy) n/o Ardmore Blvd;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-055.jpg?nocache=20181002015206']
CAM-11-056;40.44418;-79.85404;I-376 / US-22 n/o Greensburg Pk;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-056.jpg?nocache=20181002015206']
CAM-11-059;40.36322;-80.11861;I-79 n/o Millers Run Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-550.jpg?nocache=20181002015206']
CAM-11-060;40.36981;-80.1188;I-79 s/o Prestley Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-555.jpg?nocache=20181002015206']
CAM-11-061;40.37216;-80.11162;I-79 n/o Prestley Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-560.jpg?nocache=20181002015206']
CAM-11-062;40.37393;-80.10353;I-79 @ Washington Pk Connector;['https://pa511cams.ilchost.com/cameras/d11/D11-565.jpg?nocache=20181002015206']
CAM-11-063;40.38148;-80.09642;I-79 @ Thoms Run Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-570.jpg?nocache=20181002015206']
CAM-11-064;40.38733;-80.09777;I-79 s/o Collier Ave;['https://pa511cams.ilchost.com/cameras/d11/D11-575.jpg?nocache=20181002015206']
CAM-11-065;40.393;-80.10031;I-79 n/o Collier Ave;['https://pa511cams.ilchost.com/cameras/d11/D11-580.jpg?nocache=20181002015206']
CAM-11-066;40.39786;-80.10439;I-79 @ Noblestown Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-585.jpg?nocache=20181002015206']
CAM-11-067;40.40639;-80.10708;Ewing Road;['https://pa511cams.ilchost.com/cameras/d11/D11-590.jpg?nocache=20181002015206']
CAM-11-068;40.41387;-80.10472;I-79 s/o Pittsburgh Intrchng;['https://pa511cams.ilchost.com/cameras/d11/D11-595.jpg?nocache=20181002015206']
CAM-11-109;40.4878;-80.12422;S-Bend NB Entrance;['https://pa511cams.ilchost.com/cameras/d11/D11-620.jpg?nocache=20181002015206']
CAM-11-110;40.49315;-80.12686;3rd Bend SB;['https://pa511cams.ilchost.com/cameras/d11/D11-625.jpg?nocache=20181002015206']
CAM-11-111;40.49347;-80.12503;1st Bend NB;['https://pa511cams.ilchost.com/cameras/d11/D11-630.jpg?nocache=20181002015206']
CAM-11-112;40.50026;-80.12092;2nd Bend NB;['https://pa511cams.ilchost.com/cameras/d11/D11-635.jpg?nocache=20181002015206']
CAM-11-113;40.50179;-80.12878;3rd Bend NB;['https://pa511cams.ilchost.com/cameras/d11/D11-640.jpg?nocache=20181002015206']
CAM-11-114;40.50497;-80.13795;Coraopolis Int;['https://pa511cams.ilchost.com/cameras/d11/D11-645.jpg?nocache=20181002015206']
CAM-11-116;40.52236;-80.13111;I-79 @ Deer Run Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-655.jpg?nocache=20181002015206']
CAM-11-104;40.52829;-80.12923;Kilbuck St;['https://pa511cams.ilchost.com/cameras/d11/D11-660.jpg?nocache=20181002015206']
CAM-11-105;40.53665;-80.12393;Duff Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-665.jpg?nocache=20181002015206']
CAM-11-119;40.54679;-80.12204;Glenfield Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-670.jpg?nocache=20181002015206']
CAM-11-120;40.5523;-80.11715;I-79 @ Mt Nebo Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-675.jpg?nocache=20181002015206']
CAM-11-121;40.56302;-80.11395;I-79 s/o Red Mud Hollow Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-680.jpg?nocache=20181002015206']
CAM-11-122;40.56873;-80.11608;I-79 @ Red Mud Hollow Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-685.jpg?nocache=20181002015206']
CAM-11-123;40.57876;-80.11708;I-79 n/o Red Mud Hollow Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-690.jpg?nocache=20181002015206']
CAM-11-124;40.58294;-80.10517;I-79 @ Nicholson Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-695.jpg?nocache=20181002015206']
CAM-11-125;40.58879;-80.09928;I-79 / I-279 @ Rochester Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-700.jpg?nocache=20181002015206']
CAM-11-126;40.59708;-80.09341;I-79 n/o Rochester Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-705.jpg?nocache=20181002015206']
CAM-11-127;40.61091;-80.09528;I-79 s/o Wexford Bayne Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-710.jpg?nocache=20181002015206']
CAM-11-071;40.41622;-80.0144;SR-51 / US-19 @ Crane Ave;['https://pa511cams.ilchost.com/cameras/d11/D11-804.jpg?nocache=20181002015206']
CAM-11-072;40.41418;-80.00933;South Liberty Interchange;['https://pa511cams.ilchost.com/cameras/d11/D11-806.jpg?nocache=20181002015206']
CAM-11-084;40.43765;-80.01394;I-376 (Fort Pitt Tunnel #1);['https://pa511cams.ilchost.com/cameras/d11/D11-831.jpg?nocache=20181002015206']
CAM-11-085;40.43807;-80.01281;I-279 (Fort Pitt Brdg Lower Deck #13);['https://pa511cams.ilchost.com/cameras/d11/D11-832.jpg?nocache=20181002015206']
CAM-11-086;40.43835;-80.01225;I-279 (Fort Pitt Brdg Lower Deck #14);['https://pa511cams.ilchost.com/cameras/d11/D11-833.jpg?nocache=20181002015206']
CAM-11-087;40.43867;-80.01165;I-279 (Fort Pitt Brdg Lower Deck #15);['https://pa511cams.ilchost.com/cameras/d11/D11-834.jpg?nocache=20181002015206']
CAM-11-088;40.43898;-80.01106;I-279 (Fort Pitt Brdg Lower Deck #16);['https://pa511cams.ilchost.com/cameras/d11/D11-835.jpg?nocache=20181002015206']
CAM-11-089;40.43929;-80.01048;I-279 (Fort Pitt Brdg Lower Deck #17);['https://pa511cams.ilchost.com/cameras/d11/D11-836.jpg?nocache=20181002015206']
CAM-11-090;40.43971;-80.00986;Ft Pitt Bridge Lower #18;['https://pa511cams.ilchost.com/cameras/d11/D11-837.jpg?nocache=20181002015206']
CAM-11-091;40.44216;-80.00872;Point State Park #19;['https://pa511cams.ilchost.com/cameras/d11/D11-838.jpg?nocache=20181002015206']
CAM-11-092;40.43757;-80.01384;Ft PittTunnel Lower Portal;['https://pa511cams.ilchost.com/cameras/d11/D11-839.jpg?nocache=20181002015206']
CAM-11-129;40.42342;-80.10867;I-376 @ Pittsburgh Int West;['https://pa511cams.ilchost.com/cameras/d11/D11-099.jpg?nocache=20181002015206']
CAM-11-130;40.42268;-80.10062;I-376 @ Pittsburgh Int East;['https://pa511cams.ilchost.com/cameras/d11/D11-101.jpg?nocache=20181002015206']
CAM-11-093;40.53863;-80.07965;I-279 @ Weiss Lane;['https://pa511cams.ilchost.com/cameras/d11/D11-250.jpg?nocache=20181002015206']
CAM-11-094;40.55053;-80.08662;I-279 @ Mt. Nebo Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-255.jpg?nocache=20181002015206']
CAM-11-095;40.56572;-80.09003;I-279 @ Montgomery Rd;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-095.jpg?nocache=20181002015206']
CAM-11-106;40.57537;-80.09317;I-279 @ McAleer Rd;['https://pa511cams.ilchost.com/cameras/d11/CAM-11-106.jpg?nocache=20181002015206']
CAM-11-131;40.42851;-80.10577;I-79 @ Pittsburg Int North;['https://pa511cams.ilchost.com/cameras/d11/D11-600.jpg?nocache=20181002015206']
CAM-11-132;40.4349;-80.11098;I-79 n/o Pittsburg Int North;['https://pa511cams.ilchost.com/cameras/d11/D11-605.jpg?nocache=20181002015206']
CAM-11-133;40.48014;-80.12147;I-79 @ Forest Grove Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-615.jpg?nocache=20181002015206']
CAM-08-043;39.84633;-77.19607;US-15 @ US-30;['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_15-30_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-044;39.84012;-77.20866;US-30 @ Natural Springs Rd;['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_30-NS_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-045;39.83081;-77.23654;US-30 @ West St;['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_30-WEST_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-046;39.82428;-77.23097;PA-97 @ BUS-15 (Steinwehr Ave);['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_BUS15-97_mpu001_ch0.jpg?nocache=20181002015206']
CAM-11-108;40.46512;-80.11177;I-79 @ Clever Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-612.jpg?nocache=20181002015206']
CAM-11-128;40.45747;-80.1881;I-376 @ Montour Run Rd;['https://pa511cams.ilchost.com/cameras/d11/D11-050.jpg?nocache=20181002015206']
CAM-11-134;40.45041;-80.11096;I-79 @ PA-60 (Steubenville Pike);['https://pa511cams.ilchost.com/cameras/d11/D11-610.jpg?nocache=20181002015206']
CAM-09-022;40.49386;-78.38357;I-99 & 17th St;['https://pa511cams.ilchost.com/cameras/d9/D09-022.jpg?nocache=20181002015206']
CAM-09-023;40.57137;-78.13869;SR22 & STR 0453 at WaterStreet;['https://pa511cams.ilchost.com/cameras/d9/D09-023.jpg?nocache=20181002015206']
CAM-02-024;41.12956;-78.70846;I-80 @ PA-255 (Exit 101);['https://pa511cams.ilchost.com/cameras/d2/I80&PA255.jpg?nocache=20181002015206']
CAM-02-026;41.09858;-78.52572;I-80 @ PA-153 (Exit 111);['https://pa511cams.ilchost.com/cameras/d2/I80&PA153.jpg?nocache=20181002015206']
CAM-02-027;41.03959;-78.39835;I-80 @ PA-879 (Exit 120);['https://pa511cams.ilchost.com/cameras/d2/I80&PA879.jpg?nocache=20181002015206']
CAM-02-023;41.14678;-78.78988;I-80 @ PA-219 (Exit 97);['https://pa511cams.ilchost.com/cameras/d2/I80&PA219.jpg?nocache=20181002015206']
CAM-08-048;40.18681;-77.21175;I-81 @ College St (Exit 45);['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_81-45_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-049;40.18789;-77.19097;I-81 @ PA-34 (Hanover St);['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_81-47_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-050;40.33293;-76.75782;I-81 @ Blue Ridge Ave (MM 74);['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_81-74_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-058;39.98377;-76.73029;I-83 @ US-30 (Exit 21);['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_83-21_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-060;40.02045;-76.74243;I-83 @ PA-238 (Church Rd);['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_83-24_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-062;40.11153;-76.7846;I-83 s/o Sheepbridge Rd (MM 31);['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_83-31_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-079;40.32202;-76.88495;US-22 / 322 @ PA-39 (Linglestown Rd);['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_322-39_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-084;40.07095;-76.32724;US-30 @ PA-283;['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_30-283_mpu001_ch0.jpg?nocache=20181002015206']
CAM-08-085;40.06848;-76.30528;US-30 e/o PA-501;['https://pa511cams.ilchost.com/cameras/d8/img_CCTV_30-501_mpu001_ch0.jpg?nocache=20181002015206']
CAM-06-300;40.0205;-75.05357;Torresdale Ave @ Robbins St;['https://pa511cams.ilchost.com/cameras/d6/D6Cam214.jpg?nocache=20181002015206']
CAM-06-301;40.02152;-75.05162;Torresdale Ave @  Levick St;['https://pa511cams.ilchost.com/cameras/d6/D6Cam215.jpg?nocache=20181002015206']
CAM-06-302;40.02816;-75.03876;Torresdale Ave @ Princeton Ave;['https://pa511cams.ilchost.com/cameras/d6/D6Cam216.jpg?nocache=20181002015206']
CAM-06-303;40.03011;-75.03499;Torresdale Ave @ Cottman Ave;['https://pa511cams.ilchost.com/cameras/d6/D6Cam217.jpg?nocache=20181002015206']
CAM-06-304;40.03524;-75.02505;Torresdale Ave @ Rhawn St;['https://pa511cams.ilchost.com/cameras/d6/D6Cam218.jpg?nocache=20181002015206']
CAM-06-305;40.04031;-75.01526;Torresdale Ave @ Ashburner St;['https://pa511cams.ilchost.com/cameras/d6/D6Cam219.jpg?nocache=20181002015206']
CAM-06-306;40.05037;-74.99971;Torresdale Ave @ Linden Ave;['https://pa511cams.ilchost.com/cameras/d6/D6Cam220.jpg?nocache=20181002015206']
CAM-06-307;40.02392;-75.03526;State Rd @ Princeton Ave;['https://pa511cams.ilchost.com/cameras/d6/D6Cam221.jpg?nocache=20181002015206']
CAM-06-308;40.02565;-75.03149;State Rd @ Cottman Ave;['https://pa511cams.ilchost.com/cameras/d6/D6Cam222.jpg?nocache=20181002015206']
CAM-06-310;40.01684;-75.06683;Harbison Ave @ Sanger St;['https://pa511cams.ilchost.com/cameras/d6/D6Cam224.jpg?nocache=20181002015206']
CAM-06-294;40.06895;-75.31126;PA-23 @ Fayette St;['https://pa511cams.ilchost.com/cameras/d6/D6Cam210.jpg?nocache=20181002015206']
CAM-06-295;40.03098;-75.26319;PA-23 @ Hollow Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam211.jpg?nocache=20181002015206']
CAM-06-296;40.00129;-75.22623;US-1 @ PA-23;['https://pa511cams.ilchost.com/cameras/d6/D6Cam212.jpg?nocache=20181002015206']
CAM-06-146;40.09355;-75.17076;PA-309 @ Waverly Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam179.jpg?nocache=20181002015206']
CAM-06-147;40.10024;-75.18587;PA-309 s/o Papermill Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam180.jpg?nocache=20181002015206']
CAM-06-148;40.102;-75.1944;PA-309 @ Papermill Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam181.jpg?nocache=20181002015206']
CAM-06-149;40.11324;-75.20134;PA-309 @ PA-73 (Church Rd);['https://pa511cams.ilchost.com/cameras/d6/D6Cam182.jpg?nocache=20181002015206']
CAM-06-150;40.12352;-75.2058;PA-309 s/o I-276 (PA Tnpk);['https://pa511cams.ilchost.com/cameras/d6/D6Cam183.jpg?nocache=20181002015206']
CAM-06-152;40.14007;-75.20154;PA-309 n/o I-276 (PA Tnpk);['https://pa511cams.ilchost.com/cameras/d6/D6Cam184.jpg?nocache=20181002015206']
CAM-06-160;40.20894;-75.225;PA-309 n/o PA-63 (English Village);['https://pa511cams.ilchost.com/cameras/d6/D6Cam190.jpg?nocache=20181002015206']
CAM-06-161;40.21835;-75.22993;PA-309 n/o Hartman Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam191.jpg?nocache=20181002015206']
CAM-06-162;40.22571;-75.23414;PA-309 @ Stump Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam192.jpg?nocache=20181002015206']
CAM-06-163;40.23552;-75.24003;PA-309 @ US-202;['https://pa511cams.ilchost.com/cameras/d6/D6Cam193.jpg?nocache=20181002015206']
CAM-06-164;40.23969;-75.24262;PA-309 @ North Wales Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam194.jpg?nocache=20181002015206']
CAM-06-165;40.24767;-75.24383;PA-309 @ Five Points;['https://pa511cams.ilchost.com/cameras/d6/D6Cam195.jpg?nocache=20181002015206']
CAM-06-166;39.88324;-75.35224;I-476 n/o Bullens Ln;['https://pa511cams.ilchost.com/cameras/d6/D6Cam196.jpg?nocache=20181002015206']
CAM-06-167;39.89154;-75.35944;I-476 n/o PA-320;['https://pa511cams.ilchost.com/cameras/d6/D6Cam197.jpg?nocache=20181002015206']
CAM-06-168;39.90293;-75.36415;I-476 @ SEPTA Overpass;['https://pa511cams.ilchost.com/cameras/d6/D6Cam198.jpg?nocache=20181002015206']
CAM-06-169;39.90809;-75.36205;I-476 s/o Plush Mill Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam199.jpg?nocache=20181002015206']
CAM-06-216;39.92977;-75.36252;I-476 n/o Beatty Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam200.jpg?nocache=20181002015206']
CAM-06-217;39.97794;-75.34091;I-476 @ PA-3 (W Chester Pike);['https://pa511cams.ilchost.com/cameras/d6/D6Cam201.jpg?nocache=20181002015206']
CAM-06-218;39.98396;-75.33826;I-476 n/o PA-3 (W Chester Pike);['https://pa511cams.ilchost.com/cameras/d6/D6Cam202.jpg?nocache=20181002015206']
CAM-06-219;39.98833;-75.3433;I-476 s/o Marple Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam203.jpg?nocache=20181002015206']
CAM-06-220;39.99584;-75.34778;I-476 s/o Darby Rd;['https://pa511cams.ilchost.com/cameras/d6/D6Cam204.jpg?nocache=20181002015206']
